Exercise Name,Equipment,Mechanics,Preparation,Execution,Main_muscle,Difficulty (1-5),Secondary Muscles
Incline Shoulder Raise,Barbell,Isolated,Lie supine on incline bench. Dismount barbell from rack with shoulder width overhand grip. Position barbell over upper chest with elbows extended.,Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat.,Chest,2,"Anterior Deltoid, Lateral Deltoid"
Incline Shoulder Raise,Cable,Isolated,Sit on seat and grasp stirrups to each side. Push stirrups out at 30º to 45º until arms are straight and parallel to one another.,Raise shoulders toward stirrups as high as possible. Lower shoulders down and back and repeat.,Chest,2,"Anterior Deltoid, Lateral Deltoid"
Incline Shoulder Raise,Dumbbell,Isolated,Sit down on incline bench with dumbbells resting on lower thigh. Kick weights to shoulders and lean back. Position dumbbells above shoulders with elbows extended.,Raise shoulders toward dumbbells as high as possible. Lower shoulders to bench and repeat.,Chest,2,"Anterior Deltoid, Lateral Deltoid"
Incline Shoulder Raise,Lever (plate loaded),Isolated,Sit on lever chest press machine with shoulders aligned with lever grips. Grasp lever grips with shoulder width overhand grip. Push weight up so arms are straight.,Raise shoulders toward lever grips as far as possible. Lower shoulders to bench and repeat.,Chest,2,"Anterior Deltoid, Lateral Deltoid"
Incline Shoulder Raise,Lever (selectorized),Isolated,Sit on lever chest press machine with shoulders aligned with lever grips. Grasp lever grips with shoulder width overhand grip. Push weight up so arms are straight.,Raise shoulders toward lever grips as far as possible. Lower shoulders to bench and repeat.,Chest,2,"Anterior Deltoid, Lateral Deltoid"
Incline Shoulder Raise,Smith,Isolated,Lie supine on incline bench with shoulders under bar. Grasp bar with shoulder width overhand grip. Extend elbows. Disengage bar by rotating bar back.,Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat.,Chest,2,"Anterior Deltoid, Lateral Deltoid"
Push-up Plus,Body Weight,Isolated,Lie supine on incline bench with shoulders under bar. Grasp bar with shoulder width overhand grip. Extend elbows. Disengage bar by rotating bar back.,Raise shoulders toward bar as high as possible. Lower shoulders to bench and repeat.,Chest,3,"Triceps Brachii, Anterior Deltoid, Serratus Anterior"
Bent Knee Good-morning,Barbell,Isolated,Position barbell on back of shoulders and grasp bar to sides.,"Keeping back straight, bend hips to lower torso forward until parallel to floor. Bend knees slightly during descent. Raise torso until hips are extended. Repeat.",Hips,3,"Erector Spinae, Hamstrings"
Deadlifts,Barbell,Compound,With feet flat beneath bar squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip.,"Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Repeat.",Hips,5,"Erector Spinae, Trapezius, Quadriceps"
"Deadlifts:  Stiff-leg Deadlift

Straight-back",Barbell,Compound,"Stand with shoulder width or narrower stance on 5"" to 8"" (13-20 cm) platform with feet flat beneath bar. Bend over and grasp barbell with shoulder width or slightly wider overhand or mixed grip.","With knees bent, lift bar by extending at hips until standing upright. Pull shoulders back at top of lift if rounded. Extend knees at top if desired. Lower bar to top of feet by bending hips. Bend knees slightly during descent and keep waist straight, flexing only slightly at bottom. Repeat.",Hips,4,"Erector Spinae, Hamstrings"
Hip Thrust,Barbell,Compound,"Stand with shoulder width or narrower stance on 5"" to 8"" (13-20 cm) platform with feet flat beneath bar. Bend over and grasp barbell with shoulder width or slightly wider overhand or mixed grip.","With knees bent, lift bar by extending at hips until standing upright. Pull shoulders back at top of lift if rounded. Extend knees at top if desired. Lower bar to top of feet by bending hips. Bend knees slightly during descent and keep waist straight, flexing only slightly at bottom. Repeat.",Hips,3,"Gluteus Maximus, Hamstrings"
Lunge,Barbell,Compound,"Cleanbar from floor or dismount bar from rack. From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides.","Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Lunge:  Rear Lunge,Barbell,Compound,"From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Split Squat,Barbell,Compound,Stand facing away from bench. Position bar on back of shoulders and grasp barbell to sides. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Split Squat:  Single Leg Squat,Barbell,Compound,Stand with arms extended out in front holding barbell. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep   supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Split Squat:  Split Squat,Barbell,Compound,Position barbell on back of shoulders and grasp barbell to sides. Stand with feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Squat,Barbell,Compound,"From rack with barbell at upper chest height, position bar low on back of shoulders. Grasp barbell to sides. Dismount bar from rack and stand with wide stance.",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Squat:  Front Squat,Barbell,Compound,"From rack with barbell upper chest height, position bar in front of shoulders. Cross arms and place hands on top of barbell with upper arms parallel to floor. Dismount bar from rack.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel. Extend knees and hips until legs are straight. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Squat:  Full Squat,Barbell,Compound,"From rack with barbell upper chest height, position barbell on back of shoulders and grasp bar to sides. Dismount bar from rack.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until knees and hips are fully bent. Extend knees and hips until legs are straight. Return and repeat.",Hips,5,"Quadriceps, Gluteus Maximus, Adductors"
Squat:  Safety Squat,Barbell,Compound,Standing facing safety barbell on rack upper chest height. Position head in yoke with padded bar around shoulders. Hands can be placed on ends of yoke (as shown) or on safety bar out to sides. Dismount bar from rack and step back.,"Squat down by bending hips back while allowing knees to bend slightly forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Stand by extending hips and knees until legs are straight. Repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Step-up,Barbell,Compound,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.,Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Glute Kickback,Cable,Compound,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.,Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,Hips,2,"Gluteus Maximus, Hamstrings"
Rear Lunge,Cable,Compound,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Split Squat,Cable,Compound,"Facing low pulley, kneel to attach cable belt or dip belt around waist. Place hand(s) on ballet bar or machine (not on guide rod!) for balance. Stand away from pulley with one leg forward and opposite leg to rear.",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Split Squat:  Two Arms,Cable,Compound,Stand between two very low cable pulleys. Grasp stirrup attachments with each hand. Place one leg far forward and opposite leg far back to rear.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Squat,Cable,Compound,Stand with feet shoulder width or slightly wider on platform between very low and close pulley cables. Squat down with knees slightly beyond foot and shoulder above feet. Grasp stirrups to each side with arms straight.,"Keeping chest high and back straight, raise stirrups by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Squat down until thighs are just past parallel to floor. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Standing Hip Extension,Cable,Isolated,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step back with other foot. Elbows remain straight. Attached leg is straight and foot is slightly off floor.",Pull cable attachment back by extending hip. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Standing Hip Extension:  Bent-over,Cable,Isolated,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step far back with other foot. Arms remain extended to support body leaning forward. Leg with ankle cuff attached in slightly bent with foot off floor.",Pull cable attachment back by extending hip. Return leg to original position and repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Step-up,Cable,Compound,Stand behind elevated platform and low and close pulley cables to sides. Grasp stirrups at each side of platform. Stand upright with arms straight down at sides.,Place foot of first leg on elevated platform. Stand on elevated platform by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to lower position. Repeat first step with opposite leg alternating first steps between legs.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Stiff-leg Deadlift,Cable,Compound,Stand on elevated platform between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Hips,4,"Erector Spinae, Hamstrings"
Stiff-leg Deadlift:  Straight-back,Cable,Isolated,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"With back straight, bow forward by bending hips and bend knees slightly during descent. Raise torso by extending hips while gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Hips,4,"Erector Spinae, Hamstrings"
Lunge,Dumbbell,Compound,Stand with dumbbells grasped to sides.,Lunge forward with first leg. Land on heel then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Lunge:  Rear Lunge,Dumbbell,Compound,Stand with dumbbells grasped to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Split Squat,Dumbbell,Compound,Stand with dumbbells grasped to sides. Stand with feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Squat,Dumbbell,Compound,Stand with dumbbells grasped to sides.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Squat:  Front Squat,Dumbbell,Compound,Stand with dumbbells grasped to sides. Clean dumbbells up to shoulders so side of each dumbbell rests on top of each shoulder. Balance dumbbells on shoulder by holding on to dumbbells with elbows flaring outward. Position feet shoulder width or slightly narrower apart.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Step-up,Dumbbell,Compound,Stand with dumbbells grasped to sides facing side of bench.,"Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Step-up:  Step Down,Dumbbell,Compound,"Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Deadlift,Lever (plate loaded),Compound,Stand between lever handles to sides. Squat down with feet flat and grasp handles to sides.,"Lift lever by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weight by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Repeat.",Hips,5,"Erector Spinae, Trapezius, Quadriceps"
"Deadlift:  Stiff-leg Deadlift

Straight-back",Lever (plate loaded),Compound,Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Hips,4,"Erector Spinae, Hamstrings"
Leg Presses,Lever (plate loaded),Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses:  45° Leg Press,Lever (plate loaded),Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses:  Lying Leg Press,Lever (plate loaded),Compound,Climb up steps to top of machine. Lie supine on horizontal padded platform with shoulders against pad. Place feet equally spaced and slightly high on platform. Grip handles above shoulder pads.,Push lever platform away by extending hips and knees until knees are straight. Return lever platform by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses:  Seated Leg Press,Lever (plate loaded),Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Push platform(s) away by extending knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Lying Hip Extension,Lever (plate loaded),Isolated,Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Grasp handles at each side.,Extend hips and knees until legs are straight. Return to original position by flexing hips and knees. Repeat.,Hips,2,"Gluteus Maximus, Hamstrings"
Reverse Hyper-extension,Lever (plate loaded),Isolated,"Place one leg in strap so it is positioned above ankle. Step up onto step built on side of apparatus with other foot. Lay torso and waist on bench and grasp handles. Place stepping foot inside of strap, just in front of leg already in strap. Position legs side by side. Feet should be above floor with legs hanging straight down.",Raise lever by extending hips as high as possible with legs nearly straight. Lower legs to original position. Repeat.,Hips,3,"Erector Spinae, Gluteus Maximus, Hamstrings"
Single Leg Split Squat,Lever (plate loaded),Compound,Stand between lever handles to sides. Extend leg back and place top of foot on cross bar. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Single Leg Split Squat:  Single Leg Squat,Lever (plate loaded),Compound,Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.,"Bend knee forward slightly while allowing hips to bend back behind, keeping back straight and knee pointed same direction of foot. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Split Squat,Lever (plate loaded),Compound,Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor and repeat. Continue with opposite leg.",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Squat,Lever (plate loaded),Compound,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend by bending knees and hip until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Squat:  Front Squat,Lever (plate loaded),Compound,Step onto platform facing padded levers. Squat down to place shoulders under padded lever. Place feet shoulder width apart on platform. Extend knees and hips until legs are straight. Release support lever if it does not disengage by itself.,"Lower lever by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Hip Extensions,Lever (selectorized),Isolated,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Hip Extensions:  Bent-over,Lever (selectorized),Isolated,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Hip Extensions:  Lying,Lever (selectorized),Isolated,"With leg lever positioned in the lower position, lie supine on machine with legs over padded bar. Align hip joints with lever fulcrum. Strap hips down with belt if available. Release leg lever and adjust until leg lever is in upper position. Grasp handles to sides of head.",Push padded leg bar down until hips are extended. Return and repeat.,Hips,2,"Gluteus Maximus, Hamstrings"
"Hip Extensions:  Standing

alternative machine",Lever (selectorized),Isolated,Stand on platform facing to one side and grasp bar for support. Place leg nearest machine on padded roller while standing on other leg.,Lower lever by extending hip. Return until knee is higher than hip. Repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Leg Presses,Lever (selectorized),Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses:  Seated Leg Press,Lever (selectorized),Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Glute Kickback,Lever (selectorized),Compound,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Glute Kickback:  Bent-over,Lever (selectorized),Compound,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Glute Kickback:  Kneeling,Lever (selectorized),Compound,"Kneel on machine by placing one knee on lower pad. Rest torso on middle pad, place forearms on padded arm rest, and grip handles. Position other foot of other leg up to lever platform.",Push platform back by extending leg back. Return leg to original position and repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Glute Kickback:  Standing,Lever (selectorized),Compound,Step on left platform with left foot. Grasp handle bars to each side. Place right foot on highest lever platform.,Push platform down by extending leg until straight. Return leg to original position. Repeat. Continue with opposite leg positions.,Hips,2,"Gluteus Maximus, Hamstrings"
Squat,Lever (selectorized),Compound,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders.,"Raise lever up by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Squat:  V-Squat,Lever (selectorized),Compound,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard).",Raise lever by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses,Sled,Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses:  45° Leg Press,Sled,Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses:  Lying Leg Press,Sled,Compound,Lie supine on platform with shoulders against pad. Place feet slightly high on platform.,Extend hips and knees. Return until hips are completely flexed. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Leg Presses:  Seated Leg Press,Sled,Compound,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3,"Quadriceps, Gluteus Maximus, Adductors"
Glute Kickback,Sled,Compound,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Glute Kickback:  Kneeling,Sled,Compound,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Glute Kickback:  Standing,Sled,Compound,Straddle sled and place foot on pedal. Place chest on pad and grasp handles.,Push platform back by extending leg   back until straight. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2,"Gluteus Maximus, Hamstrings"
Squat,Sled,Compound,"Squat down to place shoulders under padded bars. Lean back against back pad if available. Place feet shoulder width apart, slightly in front of shoulders.","If hand or lever lock is available, disengage weight, squat to lowest position and re-engage lock. Lift sled by extending knees and hips until legs are straight. Lower sled by bending knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Squat:  Hack Squat,Sled,Compound,Lie supine on platform with shoulders against pad. Place feet high up on platform. Extend hips and knees. Release dock levers.,Lower sled by flexing hips and knees until hips are completely flexed. Raise sled by extending knees and hips. Repeat.,Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Deadlift,Smith,Compound,Stand with shoulder width or narrower stance with feet flat beneath bar. Grasp bar with shoulder width or slightly wider mixed grip or slightly wider. Disengage bar by rotating bar back.,"Return weight toward floor by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return and repeat.",Hips,5,"Erector Spinae, Trapezius, Quadriceps"
"Deadlift:  Stiff-leg Deadlift

Straight-back",Smith,Compound,Stand with shoulder width or narrower stance on elevated platform with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees slightly bent, lower bar toward top of feet by bending hips. Keep waist straight, flexing only slightly at bottom. Lift bar by extending at hips until standing upright. Pull shoulders back slightly if rounded. Extend knees at top if desired. Repeat.",Hips,4,"Erector Spinae, Hamstrings"
Rear Lunge,Smith,Compound,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar or slightly forward. Straighten legs so weight is lifted. Disengage bar by rotating bar back. Place feet slightly forward.","Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs, alternating between sides.",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
Squat,Smith,Compound,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet slightly forward. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Hips,4,"Quadriceps, Gluteus Maximus, Adductors"
Reverse Hyper-extension,Weighted,Isolated,Place sandbag or medicine ball between ankles. Lay torso and waist on bench and grasp handles. Feet should be above floor with legs straight.,Raise weight by extending hips as high as possible until legs are nearly straight. Lower legs to original position. Repeat.,Hips,3,"Erector Spinae, Gluteus Maximus, Hamstrings"
Single Leg Squat,Weighted,Compound,"Stand with arms extended out in front, holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.",Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings"
Lunge,Body Weight,Compound,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings"
